region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
전북,2021,보건·안전,아동안전 수준,3.0386841865487413,0.0430861723446893,70.52573995757314
전북,2022,보건·안전,아동안전 수준,2.9726313222636227,0.0430861723446893,68.99269906090923
전북,2023,보건·안전,아동안전 수준,2.679128001777248,0.0430861723446893,62.180691762178945
전북,2024,보건·안전,아동안전 수준,2.5334687685140196,0.0430861723446893,58.80004258086029
제주,2016,보건·안전,아동안전 수준,0.5569048970742724,0.0430861723446893,12.925374122793585
제주,2017,보건·안전,아동안전 수준,1.0478300057804733,0.0430861723446893,24.319403389974717
제주,2018,보건·안전,아동안전 수준,1.6960777515704302,0.0430861723446893,39.36478130389047
제주,2019,보건·안전,아동안전 수준,1.8405371406209816,0.0430861723446893,42.717582938133496
제주,2020,보건·안전,아동안전 수준,2.5636615665813594,0.0430861723446893,59.50079635926041
제주,2021,보건·안전,아동안전 수준,2.088153684732584,0.0430861723446893,48.46459017123534
제주,2022,보건·안전,아동안전 수준,2.0442527309985428,0.0430861723446893,47.44567966364062
제주,2023,보건·안전,아동안전 수준,1.9844526290966735,0.0430861723446893,46.05776101949956
제주,2024,보건·안전,아동안전 수준,1.8304187655999369,0.0430861723446893,42.482742513226455
충남,2016,보건·안전,아동안전 수준,1.5127087895694125,0.0430861723446893,35.1089156276808
충남,2017,보건·안전,아동안전 수준,1.9977507957507372,0.0430861723446893,46.36640218974969
충남,2018,보건·안전,아동안전 수준,2.5804204178911476,0.0430861723446893,59.889757605938755
충남,2019,보건·안전,아동안전 수준,2.554836288215928,0.0430861723446893,59.2959678055697
충남,2020,보건·안전,아동안전 수준,2.9465914400091058,0.0430861723446893,68.3883315611416
충남,2021,보건·안전,아동안전 수준,3.1304101731201284,0.0430861723446893,72.6546361110207
충남,2022,보건·안전,아동안전 수준,3.265867169954109,0.0430861723446893,75.79849850265587
충남,2023,보건·안전,아동안전 수준,3.081992744902948,0.0430861723446893,71.53090138170101
충남,2024,보건·안전,아동안전 수준,2.85596695297618,0.0430861723446893,66.2850004434937
충북,2016,보건·안전,아동안전 수준,0.7300355266503573,0.0430861723446893,16.943615246443184
충북,2017,보건·안전,아동안전 수준,1.145167086401201,0.0430861723446893,26.57852912159067
충북,2018,보건·안전,아동안전 수준,1.648879325957612,0.0430861723446893,38.2693387745511
충북,2019,보건·안전,아동안전 수준,1.8563809579559196,0.0430861723446893,43.08530688465137
충북,2020,보건·안전,아동안전 수준,2.4950919799704203,0.0430861723446893,57.90934409326699
충북,2021,보건·안전,아동안전 수준,2.5877963194447995,0.0430861723446893,60.06094713502119
충북,2022,보건·안전,아동안전 수준,2.5566729737587433,0.0430861723446893,59.33859599560993
